Gene	Class	Phenotype
erm(37)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Telithromycin, Lincomycin, Clindamycin
erm(38)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Telithromycin, Lincomycin, Clindamycin
erm(39)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Telithromycin, Lincomycin, Clindamycin
erm(40)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Telithromycin, Lincomycin, Clindamycin
erm(42)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(43)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(44)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(45)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(46)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(47)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
erm(48)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S
msr(A)	Macrolide, Streptogramin B	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S
msr(C)	Macrolide, Streptogramin B	Erythromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S
msr(D)	Macrolide, Streptogramin B	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S
msr(E)	Macrolide, Streptogramin B	Erythromycin, Azithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S
cmr	Macrolide, Tetracycline	Erythromycin, Tetracycline
erm(41)	Macrolide, Lincosamide, Streptogramin B	Erythromycin, Telithromycin, Lincomycin, Clindamycin
optrA	Oxazolidinone, Amphenicol	Linezolid, Chloramphenicol, Florfenicol
cfr	Oxazolidinone, Amphenicol, Lincosamide, Streptogramin A, Pleuromutilin	Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin
cfr(B)	Oxazolidinone, Amphenicol, Lincosamide, Streptogramin A, Pleuromutilin	Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin
cfr(C)	Oxazolidinone, Amphenicol, Lincosamide, Streptogramin A, Pleuromutilin	Chloramphenicol, Florfenicol, Clindamycin, Lincomycin, Linezolid, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin
cat	Amphenicol	Chloramphenicol
catA1	Amphenicol	Chloramphenicol
cat86	Amphenicol	Chloramphenicol
catA3	Amphenicol	Chloramphenicol
catA2	Amphenicol	Chloramphenicol
catB	Amphenicol	Chloramphenicol
catQ	Amphenicol	Chloramphenicol
catB1	Amphenicol	Chloramphenicol
catB2	Amphenicol	Chloramphenicol
catB3	Amphenicol	Chloramphenicol
catB7	Amphenicol	Chloramphenicol
catB8	Amphenicol	Chloramphenicol
catB9	Amphenicol	Chloramphenicol
catB10	Amphenicol	Chloramphenicol
cat(pC221)	Amphenicol	Chloramphenicol
cat(pC233)	Amphenicol	Chloramphenicol
cat(pC194)	Amphenicol	Chloramphenicol
catS	Amphenicol	Chloramphenicol
catP	Amphenicol	Chloramphenicol
cmlV	Amphenicol	Chloramphenicol
cmlA1	Amphenicol	Chloramphenicol
cml	Amphenicol	Chloramphenicol
cmlB1	Amphenicol	Chloramphenicol
cmrA	Amphenicol	Chloramphenicol
cmx	Amphenicol	Chloramphenicol
fexA	Amphenicol	Chloramphenicol, Florfenicol
fexB	Amphenicol	Chloramphenicol, Florfenicol
floR	Amphenicol	Chloramphenicol, Florfenicol
pexA	Amphenicol	Chloramphenicol, Florfenicol
EstDL136	Amphenicol	Chloramphenicol, Florfenicol
poxtA	Amphenicol, Oxazolidinone, Tetracycline	Chloramphenicol, Florfenicol, Linezolid, Doxycycline, Tetracycline
tva(A)	Pleuromutilin	Tiamulin
mcr-1.1	Polymyxin	Colistin
mcr-1.2	Polymyxin	Colistin
mcr-1.3	Polymyxin	Colistin
mcr-1.4	Polymyxin	Colistin
mcr-1.5	Polymyxin	Colistin
mcr-1.6	Polymyxin	Colistin
mcr-1.7	Polymyxin	Colistin
mcr-1.8	Polymyxin	Colistin
mcr-1.9	Polymyxin	Colistin
mcr-1.10	Polymyxin	Colistin
mcr-1.11	Polymyxin	Colistin
mcr-1.12	Polymyxin	Colistin
mcr-1.13	Polymyxin	Colistin
mcr-1.14	Polymyxin	Colistin
mcr-2.1	Polymyxin	Colistin
mcr-2.2	Polymyxin	Colistin
mcr-3.1	Polymyxin	Colistin
mcr-3.2	Polymyxin	Colistin
mcr-3.3	Polymyxin	Colistin
mcr-3.4	Polymyxin	Colistin
mcr-3.5	Polymyxin	Colistin
mcr-3.6	Polymyxin	Colistin
mcr-3.7	Polymyxin	Colistin
mcr-3.8	Polymyxin	Colistin
mcr-3.9	Polymyxin	Colistin
mcr-3.10	Polymyxin	Colistin
mcr-3.11	Polymyxin	Colistin
mcr-3.12	Polymyxin	Colistin
mcr-3.13	Polymyxin	Colistin
mcr-3.14	Polymyxin	Colistin
mcr-3.15	Polymyxin	Colistin
mcr-3.16	Polymyxin	Colistin
mcr-3.17	Polymyxin	Colistin
mcr-3.18	Polymyxin	Colistin
mcr-3.19	Polymyxin	Colistin
mcr-3.20	Polymyxin	Colistin
mcr-3.21	Polymyxin	Colistin
mcr-3.22	Polymyxin	Colistin
mcr-3.23	Polymyxin	Colistin
mcr-3.24	Polymyxin	Colistin
mcr-3.25	Polymyxin	Colistin
mcr-4.1	Polymyxin	Colistin
mcr-4.2	Polymyxin	Colistin
mcr-4.3	Polymyxin	Colistin
mcr-4.4	Polymyxin	Colistin
mcr-4.5	Polymyxin	Colistin
mcr-4.6	Polymyxin	Colistin
mcr-5.1	Polymyxin	Colistin
mcr-5.2	Polymyxin	Colistin
mcr-6.1	Polymyxin	Colistin
mcr-7.1	Polymyxin	Colistin
mcr-8	Polymyxin	Colistin
mcr-9	Polymyxin	Colistin
mcr-10	Polymyxin	Colistin
aac(6')-Ib-cr	Quinolone	Ciprofloxacin
qepA	Quinolone	Ciprofloxacin
qepA1	Quinolone	Ciprofloxacin
qepA2	Quinolone	Ciprofloxacin
qepA3	Quinolone	Ciprofloxacin
qepA4	Quinolone	Ciprofloxacin
qnrA1	Quinolone	Ciprofloxacin
qnrA2	Quinolone	Ciprofloxacin
qnrA3	Quinolone	Ciprofloxacin
qnrA4	Quinolone	Ciprofloxacin
qnrA5	Quinolone	Ciprofloxacin
qnrA6	Quinolone	Ciprofloxacin
qnrA7	Quinolone	Ciprofloxacin
qnrA8	Quinolone	Unknown Quinolone
qnrB1	Quinolone	Ciprofloxacin
qnrB10	Quinolone	Ciprofloxacin
qnrB11	Quinolone	Ciprofloxacin
qnrB12	Quinolone	Ciprofloxacin
qnrB13	Quinolone	Ciprofloxacin
qnrB14	Quinolone	Ciprofloxacin
qnrB15	Quinolone	Ciprofloxacin
qnrB16	Quinolone	Ciprofloxacin
qnrB17	Quinolone	Ciprofloxacin
qnrB18	Quinolone	Ciprofloxacin
qnrB19	Quinolone	Ciprofloxacin
qnrB2	Quinolone	Ciprofloxacin
qnrB20	Quinolone	Ciprofloxacin
qnrB21	Quinolone	Ciprofloxacin
qnrB22	Quinolone	Ciprofloxacin
qnrB23	Quinolone	Ciprofloxacin
qnrB24	Quinolone	Ciprofloxacin
qnrB25	Quinolone	Ciprofloxacin
qnrB26	Quinolone	Ciprofloxacin
qnrB27	Quinolone	Ciprofloxacin
qnrB28	Quinolone	Ciprofloxacin
qnrB29	Quinolone	Ciprofloxacin
qnrB3	Quinolone	Ciprofloxacin
qnrB30	Quinolone	Ciprofloxacin
qnrB31	Quinolone	Ciprofloxacin
qnrB32	Quinolone	Ciprofloxacin
qnrB33	Quinolone	Ciprofloxacin
qnrB34	Quinolone	Ciprofloxacin
qnrB35	Quinolone	Ciprofloxacin
qnrB36	Quinolone	Ciprofloxacin
qnrB37	Quinolone	Ciprofloxacin
qnrB38	Quinolone	Ciprofloxacin
qnrB39	Quinolone	Ciprofloxacin
qnrB4	Quinolone	Ciprofloxacin
qnrB40	Quinolone	Ciprofloxacin
qnrB41	Quinolone	Ciprofloxacin
qnrB42	Quinolone	Ciprofloxacin
qnrB43	Quinolone	Ciprofloxacin
qnrB44	Quinolone	Ciprofloxacin
qnrB45	Quinolone	Ciprofloxacin
qnrB46	Quinolone	Ciprofloxacin
qnrB47	Quinolone	Ciprofloxacin
qnrB48	Quinolone	Ciprofloxacin
qnrB49	Quinolone	Ciprofloxacin
qnrB5	Quinolone	Ciprofloxacin
qnrB50	Quinolone	Ciprofloxacin
qnrB51	Quinolone	Ciprofloxacin
qnrB52	Quinolone	Ciprofloxacin
qnrB53	Quinolone	Ciprofloxacin
qnrB54	Quinolone	Ciprofloxacin
qnrB55	Quinolone	Ciprofloxacin
qnrB56	Quinolone	Ciprofloxacin
qnrB57	Quinolone	Ciprofloxacin
qnrB58	Quinolone	Ciprofloxacin
qnrB59	Quinolone	Ciprofloxacin
qnrB6	Quinolone	Ciprofloxacin
qnrB60	Quinolone	Ciprofloxacin
qnrB61	Quinolone	Ciprofloxacin
qnrB62	Quinolone	Ciprofloxacin
qnrB64	Quinolone	Ciprofloxacin
qnrB65	Quinolone	Ciprofloxacin
qnrB66	Quinolone	Ciprofloxacin
qnrB67	Quinolone	Ciprofloxacin
qnrB68	Quinolone	Ciprofloxacin
qnrB69	Quinolone	Ciprofloxacin
qnrB7	Quinolone	Ciprofloxacin
qnrB70	Quinolone	Ciprofloxacin
qnrB71	Quinolone	Ciprofloxacin
qnrB72	Quinolone	Ciprofloxacin
qnrB73	Quinolone	Ciprofloxacin
qnrB74	Quinolone	Ciprofloxacin
qnrB75	Quinolone	Ciprofloxacin
qnrB76	Quinolone	Ciprofloxacin
qnrB77	Quinolone	Ciprofloxacin
qnrB78	Quinolone	Ciprofloxacin
qnrB8	Quinolone	Ciprofloxacin
qnrB80	Quinolone	Ciprofloxacin
qnrB81	Quinolone	Ciprofloxacin
qnrB82	Quinolone	Ciprofloxacin
qnrB9	Quinolone	Ciprofloxacin
qnrC	Quinolone	Ciprofloxacin
qnrD1	Quinolone	Ciprofloxacin
qnrD2	Quinolone	Ciprofloxacin
qnrD3	Quinolone	Ciprofloxacin
qnrS1	Quinolone	Ciprofloxacin
qnrS2	Quinolone	Ciprofloxacin
qnrS3	Quinolone	Ciprofloxacin
qnrS4	Quinolone	Ciprofloxacin
qnrS5	Quinolone	Ciprofloxacin
qnrS6	Quinolone	Ciprofloxacin
qnrS7	Quinolone	Ciprofloxacin
qnrS8	Quinolone	Ciprofloxacin
qnrS9	Quinolone	Ciprofloxacin
qnrS10	Quinolone	Ciprofloxacin
qnrS11	Quinolone	Ciprofloxacin
qnrS12	Quinolone	Ciprofloxacin
qnrS13	Quinolone	Ciprofloxacin
qnrVC1	Quinolone	Ciprofloxacin
qnrVC3	Quinolone	Ciprofloxacin
qnrVC4	Quinolone	Ciprofloxacin
qnrVC5	Quinolone	Ciprofloxacin
qnrVC6	Quinolone	Ciprofloxacin
qnrVC7	Quinolone	Ciprofloxacin
qnrE1	Quinolone	Ciprofloxacin
crpP	Quinolone	Ciprofloxacin
vga(D)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(A)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(B)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(C)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(D)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(E)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(F)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vat(H)	Streptogramin A	Dalfopristin, Pristinamycin IIA, Virginiamycin M
vga(B)	Streptogramin A, Streptogramin B	Quinupristin+Dalfopristin
vgb(A)	Streptogramin B	Quinupristin, Pristinamycin IA, Virginiamycin S
vgb(B)	Streptogramin B	Quinupristin, Pristinamycin IA, Virginiamycin S
tet(A)	Tetracycline	Doxycycline, Tetracycline
tet(B)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(C)	Tetracycline	Doxycycline, Tetracycline
tet(D)	Tetracycline	Doxycycline, Tetracycline
tet(E)	Tetracycline	Doxycycline, Tetracycline
tet(G)	Tetracycline	Doxycycline, Tetracycline
tet(H)	Tetracycline	Doxycycline, Tetracycline
tet(J)	Tetracycline	Doxycycline, Tetracycline
tet(K)	Tetracycline	Doxycycline, Tetracycline
tet(L)	Tetracycline	Doxycycline, Tetracycline
tetA(P)	Tetracycline	Doxycycline, Tetracycline
tet(V)	Tetracycline	Doxycycline, Tetracycline
tet(Y)	Tetracycline	Doxycycline, Tetracycline
tet(Z)	Tetracycline	Doxycycline, Tetracycline
tet(30)	Tetracycline	Doxycycline, Tetracycline
tet(31)	Tetracycline	Doxycycline, Tetracycline
tet(33)	Tetracycline	Doxycycline, Tetracycline
tet(35)	Tetracycline	Doxycycline, Tetracycline
tet(39)	Tetracycline	Doxycycline, Tetracycline
tet(40)	Tetracycline	Doxycycline, Tetracycline
tet(41)	Tetracycline	Doxycycline, Tetracycline
tet(42)	Tetracycline	Doxycycline, Tetracycline
tet(43)	Tetracycline	Doxycycline, Tetracycline
tet(45)	Tetracycline	Doxycycline, Tetracycline
tetA(46)	Tetracycline	Doxycycline, Tetracycline, Tigecycline
tetB(46)	Tetracycline	Doxycycline, Tetracycline, Tigecycline
tet(57)	Tetracycline	Doxycycline, Tetracycline
tet(59)	Tetracycline	Doxycycline, Tetracycline
tetA(60)	Tetracycline	Doxycycline, Tetracycline, Tigecycline
tetB(60)	Tetracycline	Doxycycline, Tetracycline, Tigecycline
otr(B)	Tetracycline	Doxycycline, Tetracycline
otr(C)	Tetracycline	Doxycycline, Tetracycline
tcr3	Tetracycline	Doxycycline, Tetracycline
tet(M)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tetB(P)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(Q)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(S)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(T)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(W)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(32)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(36)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(44)	Tetracycline	Doxycycline, Tetracycline, Minocycline
otr(A)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(X)	Tetracycline	Doxycycline, Tetracycline, Minocycline, Tigecycline
tet(X3)	Tetracycline	Doxycycline, Tetracycline, Minocycline, Tigecycline
tet(X4)	Tetracycline	Doxycycline, Tetracycline, Minocycline, Tigecycline
tet(X5)	Tetracycline	Doxycycline, Tetracycline, Minocycline, Tigecycline
tet(34)	Tetracycline	Tetracycline
tet(37)	Tetracycline	Tetracycline
tet(47)	Tetracycline	Tetracycline
tet(48)	Tetracycline	Tetracycline
tet(49)	Tetracycline	Tetracycline
tet(50)	Tetracycline	Tetracycline
tet(51)	Tetracycline	Tetracycline
tet(52)	Tetracycline	Tetracycline
tet(53)	Tetracycline	Tetracycline, Minocycline
tet(54)	Tetracycline	Tetracycline
tet(55)	Tetracycline	Tetracycline, Minocycline
tet(O/W)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W)-2	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W)-1	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W/O)-3	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W/O)-2	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W/O)-1	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W/32/O)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/W/32/O/W/O)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(O/32/O)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(S/M)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(W/32/O)	Tetracycline	Doxycycline, Tetracycline, Minocycline
tet(X6)	Tetracycline	Doxycycline, Tetracycline, Minocycline, Tigecycline
blaCARB-1	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-2	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-3	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-4	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-5	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-6	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-7	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-8	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-9	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-10	Beta-lactam	Amoxicillin, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Piperacillin, Piperacillin+Tazobactam
blaCARB-11	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-12	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-14	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-16	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-17	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-18	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-19	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-20	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-21	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-22	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-23	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-24	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-25	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-26	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-27	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-28	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-29	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-30	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-31	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-32	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-33	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-34	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-35	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-36	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-38	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-40	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-41	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-42	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-43	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-44	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-45	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-46	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-47	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-48	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-49	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaCARB-50	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaFRI-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefixime, Cefotaxime, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam
blaFRI-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ertapenem, Imipenem, Meropenem, Piperacillin, Aztreonam
blaFRI-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam
blaFRI-4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam
blaFRI-5	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Aztreonam
fusB	Steroid antibacterial	Fusidic acid
fusC	Steroid antibacterial	Fusidic acid
mupA	Pseudomonic acid	Mupirocin
mupB	Pseudomonic acid	Mupirocin
blaLAP-1	Beta-lactam	Amoxicillin, Ampicillin, Cephalotin, Piperacillin, Ticarcillin
blaLAP-2	Beta-lactam	Amoxicillin, Ampicillin, Cephalotin, Piperacillin, Ticarcillin
blaAER-1	Beta-lactam	Unknown Beta-lactam
blaBEL4	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBES-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBIC-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Imipenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaBKC	Beta-lactam	Amoxicillin, Ampicillin, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin
ARR-2	Rifamycin	Rifampicin
ARR-3	Rifamycin	Rifampicin
ARR-4	Rifamycin	Rifampicin
ARR-5	Rifamycin	Rifampicin
ARR-6	Rifamycin	Rifampicin
ARR-7	Rifamycin	Rifampicin
nimA	Nitroimidazole	Metronidazole
nimB	Nitroimidazole	Metronidazole
nimC	Nitroimidazole	Metronidazole
nimD	Nitroimidazole	Metronidazole
nimE	Nitroimidazole	Metronidazole
nimF	Nitroimidazole	Metronidazole
nimH	Nitroimidazole	Metronidazole
nimI	Nitroimidazole	Metronidazole
nimJ	Nitroimidazole	Metronidazole
blaCMH-3	Beta-lactam	Unknown Beta-lactam
blaSGM-7	Beta-lactam	Unknown Beta-lactam
blaL	Beta-lactam	Unknown Beta-lactam
blaVHW-1	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaVHH-1	Beta-lactam	Ampicillin, Amoxicillin, Piperacillin
blaTER-2	Beta-lactam	Unknown Beta-lactam
blaTER-1	Beta-lactam	Unknown Beta-lactam
blaSST-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaSRT-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaSRT-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid
blaSPU-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaSPG-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaSGM-6	Beta-lactam	Unknown Beta-lactam
blaSGM-5	Beta-lactam	Unknown Beta-lactam
blaSGM-4	Beta-lactam	Unknown Beta-lactam
blaSGM-2	Beta-lactam	Unknown Beta-lactam
blaSGM-1	Beta-lactam	Unknown Beta-lactam
blaSCO-1	Beta-lactam	Amoxicillin, Ampicillin, Piperacillin, Ticarcillin, Amoxicillin+Clavulanic acid, Ampicillin+Clavulanic acid, Piperacillin+Clavulanic acid, Ticarcillin+Clavulanic acid
blaPLA-6A	Beta-lactam	Unknown Beta-lactam
blaPLA-3A	Beta-lactam	Unknown Beta-lactam
blaPLA-4A	Beta-lactam	Unknown Beta-lactam
blaPLA-5A	Beta-lactam	Unknown Beta-lactam
blaPLA2a	Beta-lactam	Ampicillin, Amoxicillin, Ticarcillin
blaPLA1a	Beta-lactam	Ampicillin, Amoxicillin, Ticarcillin
blaPEDO-3	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaPEDO-2	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaPEDO-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaVCC-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
blaPAM-1	Beta-lactam	Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam
